B2_ionic_radius,A_electronegativity,B1_electronegativity,B2_electronegativity,B1_electron_affinity,B2_electron_affinity,X_electron_affinity,B1_first_ionization_energy,X_first_ionization_energy,A_second_ionization_energy,B1_second_ionization_energy,A_melting_point,B1_melting_point,B1_thermal_conductivity,A_boiling_point,B1_boiling_point,X_boiling_point,X_third_ionization_energy,band_gap
0.52,1.65,2.02,2.19,0.94236213,0.7466071,1.4611053,7.285516,13.618055,17.96439,16.703,692.68,544.4,8.0,1180.0,1837.0,90.2,54.93554,2.8081
0.52,1.31,2.02,2.19,0.94236213,0.7466071,1.4611053,7.285516,13.618055,15.035271,16.703,923.0,544.4,8.0,1363.0,1837.0,90.2,54.93554,3.5905
0.52,1.9,2.02,2.19,0.94236213,0.7466071,1.4611053,7.285516,13.618055,20.29239,16.703,1357.77,544.4,8.0,3200.0,1837.0,90.2,54.93554,0.0
0.67,1.55,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,15.63999,16.19921,1519.0,1811.0,80.0,2334.0,3134.0,90.2,54.93554,0.0
0.78,1.91,2.04,1.6,0.27972325,0.917407,1.4611053,8.298019,13.618055,18.168838,25.15483,1728.0,2349.0,27.0,3186.0,4200.0,90.2,54.93554,2.4549
1.17,1.9,2.18,2.02,0.80482,0.94236213,1.4611053,9.78855,13.618055,20.29239,18.5892,1357.77,1090.0,50.0,3200.0,887.0,90.2,54.93554,0.0
1.17,1.31,2.18,2.02,0.80482,0.94236213,1.4611053,9.78855,13.618055,15.035271,18.5892,923.0,1090.0,50.0,1363.0,887.0,90.2,54.93554,3.3424
0.83,1.13,1.55,1.91,-0.52,1.1571612,1.4611053,7.434038,13.618055,10.631,15.63999,1208.0,1519.0,7.8,3563.0,2334.0,90.2,54.93554,1.6564
1.16,0.98,1.61,0.93,0.432835,0.54792625,3.401189824,5.985769,17.42282,75.640097,18.82855,453.69,933.47,235.0,1615.0,2792.0,85.03,62.70798,5.8337
0.68,1.9,2.02,1.63,0.94236213,0.527662,1.4611053,7.285516,13.618055,20.29239,16.703,1357.77,544.4,8.0,3200.0,1837.0,90.2,54.93554,0.0
1.16,0.98,1.66,0.93,0.6758412,0.54792625,3.401189824,6.76651,17.42282,75.640097,16.486305,453.69,2180.0,94.0,1615.0,2944.0,85.03,62.70798,4.299
1.16,0.98,1.81,0.93,0.3012011,0.54792625,3.401189824,5.999302,17.42282,75.640097,20.51514,453.69,302.91,29.0,1615.0,2477.0,85.03,62.70798,5.3441
0.68,0.98,0.93,1.63,0.54792625,0.527662,3.401189824,5.13907696,17.42282,75.640097,47.28636,453.69,370.87,140.0,1615.0,1156.0,85.03,62.70798,0.0
1.16,0.98,1.83,0.93,0.15323634,0.54792625,3.401189824,7.9024681,17.42282,75.640097,16.19921,453.69,1811.0,80.0,1615.0,3134.0,85.03,62.70798,4.1704
0.68,1.65,2.02,1.63,0.94236213,0.527662,1.4611053,7.285516,13.618055,17.96439,16.703,692.68,544.4,8.0,1180.0,1837.0,90.2,54.93554,2.7248
0.83,1.1,1.55,1.91,-0.52,1.1571612,1.4611053,7.434038,13.618055,11.513,15.63999,1629.0,1519.0,7.8,3503.0,2334.0,90.2,54.93554,1.1853
1.17,0.79,1.93,2.02,1.304473,0.94236213,3.3635883,7.576234,11.81381,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,332.0,34.871,1.354
1.172,0.79,0.93,1.1,0.54792625,0.5575462,3.3635883,5.13907696,11.81381,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,332.0,34.871,3.829
0.87,0.79,0.93,1.38,0.54792625,0.53,3.3635883,5.13907696,11.81381,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,332.0,34.871,0.651
1.052,0.82,0.98,1.22,0.61804922,0.352,3.3635883,5.391714996,11.81381,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,332.0,34.871,4.186
0.99,0.79,1.93,2.54,1.304473,2.30861025,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,0.755
1.17,0.79,1.93,2.02,1.304473,0.94236213,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,1.864
1.0,0.79,2.0,2.2,-0.52,0.5621412,3.61272528,10.437504,12.967633,23.15745,18.75688,301.59,234.32,8.3,944.0,629.88,239.11,39.8,1.252
1.17,0.79,0.82,2.02,0.50145913,0.94236213,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,4.003
0.755,0.79,0.82,1.66,0.50145913,0.6758412,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,1.778
1.052,0.79,0.82,1.22,0.50145913,0.352,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.102
1.03,0.79,0.82,1.24,0.50145913,0.312,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.111
1.087,0.79,0.82,1.2,0.50145913,0.11613,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,0.0
1.075,0.79,0.82,1.2,0.50145913,0.137,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,3.047
1.041,0.79,0.82,1.23,0.50145913,0.338,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.119
0.94,0.79,0.82,1.78,0.50145913,0.383926,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,3.482
1.172,0.79,0.82,1.1,0.50145913,0.5575462,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,4.711
1.123,0.79,0.82,1.14,0.50145913,0.0974933,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.021
1.13,0.79,0.82,1.13,0.50145913,0.1092346,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.002
0.885,0.79,0.82,1.36,0.50145913,0.1882,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,4.022
1.098,0.79,0.82,1.17,0.50145913,0.162,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.049
1.063,0.79,0.82,1.1,0.50145913,0.131318,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.088
1.02,0.79,0.82,1.25,0.50145913,1.02922,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.116
1.008,0.79,0.82,1.1,0.50145913,-0.02,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,0.0
1.04,0.79,0.82,1.22,0.50145913,0.30712,3.61272528,4.34066373,12.967633,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,239.11,39.8,5.104
1.17,0.79,0.98,2.02,0.61804922,0.94236213,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,3.605
0.94,0.79,0.98,1.78,0.61804922,0.383926,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,3.228
1.001,0.79,0.98,1.27,0.61804922,0.23887,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,5.339
1.17,0.79,0.93,2.02,0.54792625,0.94236213,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,3.712
1.01,0.79,0.93,1.12,0.54792625,0.572,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,0.479
0.755,0.79,0.93,1.66,0.54792625,0.6758412,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,1.542
1.03,0.79,0.93,1.24,0.54792625,0.312,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,5.348
1.041,0.79,0.93,1.23,0.54792625,0.338,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,5.291
1.172,0.79,0.93,1.1,0.54792625,0.5575462,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,4.61
1.063,0.79,0.93,1.1,0.54792625,0.131318,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,5.204
0.87,0.79,0.93,1.38,0.54792625,0.53,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,0.501
1.008,0.79,0.93,1.1,0.54792625,-0.02,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,0.0
0.755,0.82,0.93,1.66,0.54792625,0.6758412,3.61272528,5.13907696,12.967633,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,239.11,39.8,1.57
1.052,0.82,0.98,1.22,0.61804922,0.352,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,5.103
1.03,0.82,0.98,1.24,0.61804922,0.312,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,5.192
1.041,0.82,0.98,1.23,0.61804922,0.338,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,5.119
1.063,0.82,0.98,1.1,0.61804922,0.131318,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,5.048
1.008,0.82,0.98,1.1,0.61804922,-0.02,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,0.0
0.755,0.82,0.93,1.66,0.54792625,0.6758412,3.61272528,5.13907696,12.967633,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,239.11,39.8,1.561
1.26,0.89,1.54,3.44,0.075545,1.4611053,3.401189824,6.82812,17.42282,10.003826,13.5755,1000.0,1941.0,22.0,2143.0,3560.0,85.03,62.70798,3.892
1.29,0.79,0.82,1.93,0.50145913,1.304473,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,0.574
1.17,0.79,0.82,2.02,0.50145913,0.94236213,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,4.955
0.75,0.79,0.82,1.88,0.50145913,0.662265,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,0.0
0.755,0.79,0.82,1.66,0.50145913,0.6758412,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,4.074
0.87,0.79,0.82,1.9,0.50145913,1.235784,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,0.907
0.785,0.79,0.82,1.83,0.50145913,0.15323634,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,4.098
0.67,0.79,0.82,1.55,0.50145913,-0.52,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,1.61
0.73,0.79,0.82,2.16,0.50145913,0.74733,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,4.113
0.83,0.79,0.82,1.91,0.50145913,1.1571612,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,0.0
1.0,0.79,0.82,2.2,0.50145913,0.5621412,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,0.0
0.805,0.79,0.82,2.28,0.50145913,1.142892,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,2.124
0.885,0.79,0.82,1.36,0.50145913,0.1882,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,6.822
0.745,0.79,0.82,1.54,0.50145913,0.075545,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,0.0
0.68,0.79,0.82,1.63,0.50145913,0.527662,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,2.537
1.04,0.79,0.82,1.22,0.50145913,0.30712,3.401189824,4.34066373,17.42282,23.15745,31.625,301.59,336.53,100.0,944.0,1032.0,85.03,62.70798,6.464
0.76,0.79,0.98,1.81,0.61804922,0.3012011,3.401189824,5.391714996,17.42282,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,85.03,62.70798,6.136
0.675,0.79,0.93,1.61,0.54792625,0.432835,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,6.69
1.17,0.79,0.93,2.02,0.54792625,0.94236213,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,5.037
1.01,0.79,0.93,1.12,0.54792625,0.572,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,0.69
0.75,0.79,0.93,1.88,0.54792625,0.662265,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,0.0
0.755,0.79,0.93,1.66,0.54792625,0.6758412,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,3.952
1.03,0.79,0.93,1.24,0.54792625,0.312,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,6.864
0.785,0.79,0.93,1.83,0.54792625,0.15323634,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,3.801
0.76,0.79,0.93,1.81,0.54792625,0.3012011,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,5.968
0.94,0.79,0.93,1.78,0.54792625,0.383926,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,5.306
0.67,0.79,0.93,1.55,0.54792625,-0.52,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,0.0
0.745,0.79,0.93,1.54,0.54792625,0.075545,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,0.075
1.025,0.79,0.93,1.62,0.54792625,0.32005319,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,3.593
0.68,0.79,0.93,1.63,0.54792625,0.527662,3.401189824,5.13907696,17.42282,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,85.03,62.70798,0.0
1.17,0.79,0.82,2.02,0.48591621,0.94236213,3.401189824,4.1771281,17.42282,23.15745,27.28954,301.59,312.46,58.0,944.0,961.0,85.03,62.70798,4.786
0.87,0.79,0.82,1.9,0.48591621,1.235784,3.401189824,4.1771281,17.42282,23.15745,27.28954,301.59,312.46,58.0,944.0,961.0,85.03,62.70798,1.128
1.0,0.79,0.82,2.2,0.48591621,0.5621412,3.401189824,4.1771281,17.42282,23.15745,27.28954,301.59,312.46,58.0,944.0,961.0,85.03,62.70798,0.0
1.04,0.79,0.82,1.22,0.48591621,0.30712,3.401189824,4.1771281,17.42282,23.15745,27.28954,301.59,312.46,58.0,944.0,961.0,85.03,62.70798,6.211
1.17,0.79,1.62,2.02,0.32005319,0.94236213,3.401189824,6.1082873,17.42282,23.15745,20.4283,301.59,577.0,46.0,944.0,1746.0,85.03,62.70798,3.077
0.785,0.79,1.62,1.83,0.32005319,0.15323634,3.401189824,6.1082873,17.42282,23.15745,20.4283,301.59,577.0,46.0,944.0,1746.0,85.03,62.70798,2.898
0.73,0.79,1.62,2.16,0.32005319,0.74733,3.401189824,6.1082873,17.42282,23.15745,20.4283,301.59,577.0,46.0,944.0,1746.0,85.03,62.70798,3.888
0.68,0.79,1.62,1.63,0.32005319,0.527662,3.401189824,6.1082873,17.42282,23.15745,20.4283,301.59,577.0,46.0,944.0,1746.0,85.03,62.70798,0.0
0.675,0.82,0.98,1.61,0.61804922,0.432835,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,7.218
0.75,0.82,0.98,1.88,0.61804922,0.662265,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,2.628
0.755,0.82,0.98,1.66,0.61804922,0.6758412,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,4.168
0.87,0.82,0.98,1.9,0.61804922,1.235784,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,0.908
0.76,0.82,0.98,1.81,0.61804922,0.3012011,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,6.133
0.94,0.82,0.98,1.78,0.61804922,0.383926,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,5.304
1.0,0.82,0.98,2.2,0.61804922,0.5621412,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,0.0
0.675,0.82,0.93,1.61,0.54792625,0.432835,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,6.858
0.755,0.82,0.93,1.66,0.54792625,0.6758412,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,3.991
0.87,0.82,0.93,1.9,0.54792625,1.235784,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,1.093
0.785,0.82,0.93,1.83,0.54792625,0.15323634,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,4.092
0.76,0.82,0.93,1.81,0.54792625,0.3012011,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,5.951
0.94,0.82,0.93,1.78,0.54792625,0.383926,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,5.245
0.67,0.82,0.93,1.55,0.54792625,-0.52,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,1.543
0.73,0.82,0.93,2.16,0.54792625,0.74733,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,3.896
0.83,0.82,0.93,1.91,0.54792625,1.1571612,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,0.0
1.0,0.82,0.93,2.2,0.54792625,0.5621412,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,0.0
0.805,0.82,0.93,2.28,0.54792625,1.142892,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,2.02
0.745,0.82,0.93,1.54,0.54792625,0.075545,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,0.0
1.025,0.82,0.93,1.62,0.54792625,0.32005319,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,3.644
0.675,0.93,0.98,1.61,0.61804922,0.432835,3.401189824,5.391714996,17.42282,47.28636,75.640097,370.87,453.69,85.0,1156.0,1615.0,85.03,62.70798,6.55
1.67,2.19,2.2,3.16,1.5643615,3.61272528,3.401189824,8.96702,17.42282,19.76949,17.0,317.3,2739.0,150.0,550.0,4701.0,85.03,62.70798,0.857
1.67,2.19,2.28,3.16,1.142892,3.61272528,3.401189824,7.4589,17.42282,19.76949,18.08,317.3,2237.0,150.0,550.0,3968.0,85.03,62.70798,1.422
0.785,0.82,0.98,1.83,0.61804922,0.15323634,3.401189824,5.391714996,17.42282,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,85.03,62.70798,3.673
0.76,0.82,0.98,1.81,0.61804922,0.3012011,3.401189824,5.391714996,17.42282,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,85.03,62.70798,6.112
0.675,0.82,0.93,1.61,0.54792625,0.432835,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,6.79
1.17,0.82,0.93,2.02,0.54792625,0.94236213,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,4.939
0.75,0.82,0.93,1.88,0.54792625,0.662265,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,0.0
0.755,0.82,0.93,1.66,0.54792625,0.6758412,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,3.948
0.87,0.82,0.93,1.9,0.54792625,1.235784,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,1.084
1.03,0.82,0.93,1.24,0.54792625,0.312,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,6.498
0.785,0.82,0.93,1.83,0.54792625,0.15323634,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,4.072
1.041,0.82,0.93,1.23,0.54792625,0.338,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,6.53
0.67,0.82,0.93,1.55,0.54792625,-0.52,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,1.542
0.73,0.82,0.93,2.16,0.54792625,0.74733,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,4.151
0.83,0.82,0.93,1.91,0.54792625,1.1571612,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,0.0
1.0,0.82,0.93,2.2,0.54792625,0.5621412,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,0.0
0.805,0.82,0.93,2.28,0.54792625,1.142892,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,1.953
0.745,0.82,0.93,1.54,0.54792625,0.075545,3.401189824,5.13907696,17.42282,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,85.03,62.70798,0.0
2.06,0.89,1.93,2.66,1.304473,3.05905238,1.4611053,7.576234,13.618055,10.003826,21.4844,1000.0,1234.93,430.0,2143.0,2435.0,90.2,54.93554,0.132
1.17,0.89,1.0,2.02,0.024551,0.94236213,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,0.0
0.765,0.89,1.0,2.2,0.024551,1.5643615,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,0.0
0.78,0.89,1.0,1.6,0.024551,0.917407,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,0.0
0.77,0.89,1.0,2.2,0.024551,1.0778013,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,0.0
0.77,0.89,1.69,2.2,-0.72,1.0778013,1.4611053,8.99382,13.618055,10.003826,16.908313,1000.0,594.22,97.0,2143.0,1040.0,90.2,54.93554,0.0
0.765,0.89,1.12,2.28,0.572,2.125105,1.4611053,5.5386,13.618055,10.003826,10.956,1000.0,1068.0,11.0,2143.0,3633.0,90.2,54.93554,1.42
0.77,0.89,1.9,2.2,1.235784,1.0778013,1.4611053,7.72638,13.618055,10.003826,20.29239,1000.0,1357.77,400.0,2143.0,3200.0,90.2,54.93554,0.0
0.74,0.89,1.9,2.36,1.235784,0.816268,1.4611053,7.72638,13.618055,10.003826,20.29239,1000.0,1357.77,400.0,2143.0,3200.0,90.2,54.93554,0.0
1.17,0.89,1.22,2.02,0.352,0.94236213,1.4611053,5.93905,13.618055,10.003826,11.647,1000.0,1680.0,11.0,2143.0,2840.0,90.2,54.93554,1.733
0.73,0.89,1.2,2.16,0.137,0.74733,1.4611053,6.1498,13.618055,10.003826,12.076,1000.0,1585.0,11.0,2143.0,3523.0,90.2,54.93554,0.804
0.78,0.89,1.2,1.6,0.137,0.917407,1.4611053,6.1498,13.618055,10.003826,12.076,1000.0,1585.0,11.0,2143.0,3523.0,90.2,54.93554,2.651
0.67,0.89,1.2,1.9,0.137,0.06039663,1.4611053,6.1498,13.618055,10.003826,12.076,1000.0,1585.0,11.0,2143.0,3523.0,90.2,54.93554,0.0
0.76,0.89,1.2,2.05,0.137,1.04740119,1.4611053,6.1498,13.618055,10.003826,12.076,1000.0,1585.0,11.0,2143.0,3523.0,90.2,54.93554,3.484
0.78,0.89,1.2,1.5,0.137,0.32312,1.4611053,6.1498,13.618055,10.003826,12.076,1000.0,1585.0,11.0,2143.0,3523.0,90.2,54.93554,3.294
0.87,0.89,1.2,1.38,0.137,0.53,1.4611053,6.1498,13.618055,10.003826,12.076,1000.0,1585.0,11.0,2143.0,3523.0,90.2,54.93554,0.918
0.73,0.89,1.23,2.16,0.338,0.74733,1.4611053,6.0215,13.618055,10.003826,11.781,1000.0,1734.0,16.0,2143.0,2993.0,90.2,54.93554,0.0
0.77,0.89,1.78,2.2,0.383926,1.0778013,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,0.478
1.17,0.89,1.1,2.02,0.5575462,0.94236213,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,2.004
0.765,0.89,1.1,2.2,0.5575462,1.5643615,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,0.0
0.78,0.89,1.1,1.6,0.5575462,0.917407,1.4611053,5.5769,13.618055,10.003826,11.18496,1000.0,1193.0,13.0,2143.0,3743.0,90.2,54.93554,3.024
